Matched nick	Level	Country	Is Payer	Duplicate?
Cedii	94	DE	Yes	
pagarbat	16	FR	Yes	
				
Kroksis12	18	LV	No	
wielkiewiadro420	62	PL	Yes	
SquatCobbler123	87	SG	Yes	
SSBear	53	GB	Yes	
LPI	4	CN	No	
CharmingPondRenegade	22	US	No	
Hugo TZH	109	ES	Yes	
Quack-Attack83	100	US	Yes	
Jato	2		No	
UA_Sergiy	110	UA	Yes	
keff0123	62		Yes	
Bilby47	106	AU	Yes	
Vic1995	96	MY	No	
Rutek69	46	PL	No	
szeregowy_markielof	19	PL	No	
Martin1030	41		No	
gombi10k	23	HU	Yes	
Fishie_Fishie	110	PL	Yes	
Zoli1289	41	HU	No	
Aglito	75	GB	Yes	
Flamehammer	105	UA	Yes	
VenonX_Fishing_Master	31	HU	No	
Zoli1289	41	HU	No	DUPLICATE
Shegglington	12	GB	No	
				
Fetan	76	CZ	Yes	
luciupp	110	PL	Yes	
				
carnafisher	110	FR	Yes	
BahL0uL	21	FR	No	
DarkBreakwaterSaint	94	FR	Yes	
3pontinho	52	BR	Yes	
RRMC SASSY B	57	US	Yes	
guyver	67		No	
				
JonS	3	US	No	
light_stroke	68	ZA	Yes	
Femboy_Thighs	74	NL	Yes	
JAREKOKA	110	GB	Yes	
Buck-a-roo_32	73	US	Yes	
Xiztnc	54	PL	Yes	
Deerslayer465	91	US	Yes	
STRIPETBASS	100	US	Yes	
Spaz623	77	US	Yes	
Locomotiva_3	110	IT	Yes	
Piymav_na_matnyu	70	UA	No	
Bratiszka	34	PL	No	
				
JankoS420	59	PL	Yes	
Grummel	35	DE	Yes	
VeioTucunare	45	BR	Yes	
Samiel73	71	US	Yes	
Fishinggod678	25	US	Yes	
VEXQH-YT	49	US	Yes	
TheDestroyer143	8	US	Yes	
BigBassQc	28	CA	Yes	
Imiza04	42	MY	No	
				
krabNchous	109	UA	No	
sockenterrorist-	86	DE	Yes	
TheBigSkibidi	46	US	Yes	
JohnCarl	95	US	Yes	
				
FabulousFishFinderFreddy809	78	US	Yes	
Keeshot	77	AR	Yes	
VGB_Salvo63	108	IT	Yes	
Skinner	3		No	
				
danielittie	39	US	Yes	
jose26031999	87	ES	Yes	
jmcostarica	103	CR	No	
HuchenSohn69	86	AT	Yes	
Alpha_wolf_09	105		Yes	
Kaidusik	87	EE	Yes	
				
hambyl	47	US	Yes	
Busterg709	38	US	Yes	
Sprunkenstein	83	DE	Yes	
BrightBassCaptain24	72	US	Yes	
				
tw104506	29	TW	No	
bastku	110	PL	No	
				
SYLORYN	30	US	Yes	
				
Vangarion	56	CA	No	
CrucianCarpHard55	66	UA	Yes	
Sind_94	97	IT	Yes	
				
neex2k18	94	PL	Yes	
yet11223344	60	US	No	
Bassmoo22	61	CA	Yes	
FREROT	27	PT	Yes	
minoru1090	84	JP	Yes	
RAGNARlodbrock76	68	FR	Yes	
Tunawiz	87	US	Yes	
mario14lt	47	US	Yes	
WayzDaddy	31	US	Yes	
KC_S	50	US	Yes	
bedibb	54	PL	Yes	
Cachuu	40	BR	Yes	
avavao	13	BR	No	
Evergreen414	76	US	Yes	
Tekarov	68	FR	Yes	
PsychozZ_Ytt	10	FR	No	
Tutte_Fg	105	ES	Yes	
CobraHai	80	DE	Yes	
				
				
Fishingangus	94	GB	Yes	
				
expertfishingYT	80	AU	Yes	
Icant_fish	74	US	Yes	
TikTokEdujip	106	AR	Yes	
CzarusWedkarz	64	TR	Yes	
ROMSKI989	20	PL	No	
nmmiklos	31		Yes	
dry-soap2011	82	HR	No	
Teocatchesbass	15	US	Yes	
Suv4ko	110	BR	Yes	
AznSaiyan	102	NL	Yes	
				
rodney_mareco	44	PY	No	
BRENTTOBEANS	34	US	No	
Lone_Wolf_0101	110	US	Yes	
Tor93	110	ES	Yes	
UncleShad	73	AU	Yes	
bahz	83	US	Yes	
TKGM4642	25	US	No	
Sadpan	61		Yes	
elgatitoramon	88	AR	Yes	
Martian_Fisherman	60	BR	Yes	
Chapattack8135	77	US	Yes	
GillFister	29	US	Yes	
MurrZilla	78	US	Yes	
Alands	3		No	
TheDefinitionOfDepression	90	AU	Yes	
V2k2ng	94	GP	Yes	
				
Waste_catfish	62	KR	Yes	
ASlowSin	36	AU	Yes	
				
death_666_walker	108	AU	Yes	
Mayafisher	109	US	Yes	
DwayneXO	57	AU	Yes	
xxhopscotchxx	95	AR	Yes	
firesquad_youtub	55	US	Yes	
sharklicker85	58	US	Yes	
Non	3	TH	No	
iissmmaa195535	80	ES	Yes	
aronnTTv	80	ES	Yes	
betterhunter157	47	US	Yes	
Fernandogpxd	41	US	Yes	
klinsky	20	RU	Yes	
TTV_torva_messor1989	101		Yes	
Arvadawelder	46	US	Yes	
NoxaJ	3	AU	No	
FlysterGrilo29	53	BR	Yes	
ALPHAWOLF72	82		Yes	
Linedropper	110	US	Yes	
FabulousPerchSaint49	84	JP	No	
brenobernal	26	BR	No	
Colorswift	20		Yes	
QuickEelGovernor	53	ES	Yes	
PekRomArt	106	UA	Yes	
Behemothrav	60	ID	Yes	
AIPINN	84	BR	Yes	
VovaCatfishWinner	110	UA	Yes	
mazepaelpescador	71	AR	Yes	
Shibosu	61	PL	Yes	
PROJASSY5980	48	MX	Yes	
Ihavealargebush	14	ID	No	
SilverBeard	2	ID	No	
ShockZua	7	AR	No	
RybnikZen	56	UA	Yes	
Henry442	55		Yes	
Dr.Opupennies	51	DE	Yes	
DaRealBabyYoda	34	NL	Yes	
				
XW4D3X-	96	AU	Yes	
Zhafier	34	ID	Yes	
Suaminya_Towa	94	ID	Yes	
Alip_Mancing3	92	ID	Yes	
				
HINANO_HINANO	77	ID	Yes	
blueden	54	ID	Yes	
GetSomeDave	39	US	No	
PILOT_ON_BOARD	96	UA	Yes	
Humle158	41	DK	Yes	
BragO7	110	DE	Yes	
Muredan	21	ID	No	
				
Chisme	101	ES	Yes	
CaptTiber	64	SG	Yes	
TheOnlyChild	44	PH	Yes	
GloomyBayOutlaw	110	ES	Yes	
PepeLePewPew_87	56	BE	Yes	
NDargoZ	96	FR	Yes	
vliegheloic	60	BE	Yes	
lazza_mob	79	IT	Yes	
nogkugblw	110	UA	Yes	
The_Roaming	59	AU	Yes	
Invoker	23	DK	Yes	
Gooseman81	95		Yes	
hampig50	103	US	Yes	
				
hampig50	103	US	Yes	DUPLICATE
cortsie	43	AU	Yes	
				
				
smeer76	41	US	Yes	
LGD.Liu-su	102	CN	Yes	
				
XVrost	80	ID	Yes	
				
tomklopp75	93	DE	Yes	
baba34000	98	FR	Yes	
TERMINATOR_CCCP	86	RU	Yes	
KatWrangler	49	US	Yes	
KatWrangler	49	US	Yes	DUPLICATE
ChillMees2011	75	NL	Yes	
Akira_Aka_Wolf	2	RU	No	
WECKKULI	82	FI	Yes	
KleineEule	109	DE	Yes	
BlueKayakGenius2	32	IT	No	
				
theunrealisticpa	55	US	Yes	
				
Laquicazzzz	83	TH	Yes	
SandwIchill	109	CN	Yes	
Karyya	75	MY	Yes	
smarkk	110	DE	Yes	
Edukoi	107	BR	Yes	
frocek123	7	SI	No	
Edukoi	107	BR	Yes	DUPLICATE
illegaliguana	79	US	Yes	
Edukoi	107	BR	Yes	DUPLICATE
				
zh3ndosRYBAK	47	RU	Yes	
				
Dragonikow	23	DE	Yes	
jelonek71	65	PL	Yes	
x_Charlie_x	28	UA	No	
Evvvy3	27	CA	No	
IceNorth	74	SE	Yes	
GrumpyBrotter	90	US	Yes	
KRIT_T	42	UA	Yes	
				
OskiKokoski2009	54	PL	Yes	
T-Z	110	FR	Yes	
FluidSwellScoutUA	96	UA	Yes	
Visidiious	64	US	Yes	
Pla2uk1404	107	GB	Yes	
jorgehp6	46	ES	No	
soroinos	23	NL	No	
Kurvy	24	US	Yes	
SK_B_07	87	TH	Yes	
flanno2	110	GB	Yes	DUPLICATE
EmperorOfEvereste	95	US	Yes	
Va_Martynas	43	GB	Yes	
Azalkor	54	FR	Yes	
FerTurusca	59	ES	Yes	
				
				
McBoogerbowls	42	GB	Yes	
FIT_Clavale61	107	IT	Yes	
CJRavo89	92	GB	Yes	
SewerRatx	110	GB	Yes	
demoniome	61	FR	No	
DannSalvatore12	22	MY	No	
Bucko	3		No	
Tasta260	110	NO	Yes	DUPLICATE
				
U420A	76	IL	Yes	
JD2137	49	PL	Yes	
ga1078	96	US	No	
DiaBlodu33	64	FR	Yes	
lsauls	93	US	Yes	
Renzo4069	86	ID	Yes	
Graf-Drag-Cola	88	DE	Yes	
onry_old_lady	103	US	Yes	
				
Khaida	65	FI	Yes	
AdriMaxGames	63	ES	No	
Zubugames	99	BR	Yes	
tymek23	90	PL	Yes	
strett12	32	GB	No	
WFGlanny2	110	US	Yes	
Tone	2	US	No	
SoulBlanka	22	PR	No	
JuicyV2	73	GB	Yes	
KFRESH1016	79	US	Yes	
BB-sin-lime	102	JP	Yes	
KalloRix	19	DE	No	
quiberon1958	110	FR	Yes	
kekebalikci	22	GR	Yes	
SMBLOM	7	CA	No	
hyskillerhd	88	DE	Yes	
AyaNextDoor4556	60	ZA	Yes	
ssmith1969	31	US	Yes	
MuncaciuAlex	103	RO	Yes	
blanquito720	44	US	Yes	
Korean_LureKiller	108	KR	Yes	
MysticShadowZ	101	ZA	Yes	
				
DimasGG	106	UA	Yes	
DentalMango4	59	US	Yes	
jazzyktid	98	GB	Yes	
ProBassNotReally	108	US	No	
earthdistance	53	GB	Yes	
limppari	39	FI	Yes	
xEmpsku	40	FI	Yes	
Han_124	96	PL	Yes	
S1000RR_Norge	49	NO	Yes	
HamHands93	64	US	Yes	
				
sober_one80_	110	CA	Yes	
				
RICOX07	29	IT	Yes	
LtCarpBoss	31	LT	No	
Roich	34		Yes	
Beaviszilla	96	US	Yes	
rob	4	AU	No	
icyykills	28	SA	No	
				
H3ADHUNT3R2222	101	US	Yes	
Kiik4	52	FR	Yes	
Dav2sv	66	IT	Yes	
Cocta2485	53	HR	Yes	
Koruu	56	UA	Yes	
addymay121014	3	US	No	
StaryJanoo	87	SK	Yes	
ImMerty	89	US	Yes	
IamBlazey26	13	AU	No	
Rodeoenka	86	SK	Yes	
Soco2754	20	US	Yes	
				
HugeBassDaddy42	89	CA	Yes	
cadillac1	50	ES	Yes	
kippie4321	52	NL	Yes	
Thund3r_tave	66	IT	Yes	
ESCORPION7328	98	MX	Yes	
I_Bog_I	50	UA	Yes	
newish-ferry1234	18	GB	No	
tony21675	98	US	Yes	
KotRblBalov	21	RU	No	
GreenGlitch77	3	US	No	
salahdin	87	DZ	Yes	
schoby	104	DE	Yes	
78tcn	105	BB	Yes	
CptnLongstroke	74	US	Yes	
el_arsacio	110	ES	Yes	
Bigbuffdaddy007	107	US	Yes	
				
spookyboy2000	61	NL	Yes	
tabakinski	90	GE	Yes	
fartnugget62	36	US	No	
Alex	2	UA	No	
Justzen84	76	US	Yes	
reelvirtualoutdoors	84	US	Yes	
NagibatorKarasey3000	35	UA	No	
Its_Andre	43	US	Yes	
SrPuff	101	BR	Yes	
Marty81_cz	110		Yes	
				
Bassfisher2004	57	US	Yes	
claas8900	73	DE	Yes	
plavi0428	70	JP	No	
				
MototasmaFunkeiro	23	BR	Yes	
infernalspeed1	20	RO	No	
				
Bargearse	106	AU	Yes	
osiritaro_YOUTUBE	110	JP	Yes	
				
RebelRose	81	US	Yes	
FluidHarborDaddy	94	US	Yes	
Rain32	82	US	Yes	
Alex_Requena23	78	US	Yes	
MCNacho	33	DE	Yes	
bestcatchyet	86	US	Yes	
forgamen14	78	TH	Yes	
ScubaStef	60	US	Yes	
aqilpro	41	MY	No	DUPLICATE
				
TsukijanSensei	100	ID	Yes	
F0rtis	110	RS	Yes	
DarkPerchProphet43	53	US	Yes	
MAKEE17	77	ES	Yes	
Alex3632	73	ES	Yes	
Mangrove_Jack	109	AU	Yes	
				
				
DNBL	91	JP	Yes	
ChristoffersStoreKugler	86	DK	Yes	
Dr_esc_83	83	UA	Yes	
Lordie_23	53	AU	Yes	
				
NicoDarkBassGainer58	88	ES	Yes	
Holekko	110	PL	Yes	
PicanTeam-Carlos	110	ES	Yes	
GiganticBarnacleKozak	98	TR	Yes	DUPLICATE
Piban	48		Yes	
MidwayLeader409	53	US	Yes	
ExcellentShoreViking	110	ZA	Yes	
2000GT	84	JP	Yes	
BartonKiller001	19	FR	No	
HaydenGiveMeBabies	97	AU	Yes	
DaWiZkiD187	9	ZA	No	
xVectoRx	75	IN	Yes	
				
Adam-SUFC-_-	109	GB	Yes	
JHorn	70	ZA	Yes	DUPLICATE
PinkAsteroid	109	GB	No	
CeBeDe	106	FR	No	
MRiveraP	88	ES	Yes	
SoughtBody669	83	CZ	Yes	
CraKyOFFITOP	40	US	No	
Wendigo_ita	106	IT	Yes	
Chusge__	81	ES	Yes	
DuckeyTM	57	AU	Yes	
				DUPLICATE
MKOOL777	40	ZA	No	
AriltonV8	70	BR	Yes	
ChuRuLu	101	JP	Yes	
Fishing_Art	74	CU	No	
				
LucaDuro	33	IT	Yes	
				
Narcof_Garage	23	IT	Yes	
Tutel23e	8	PL	No	
Waterdeep70	46	GB	Yes	
				
YoanMTV	72	ES	Yes	
DigitalCoder	93	US	Yes	
loploplop	42	ID	No	
JaroslawBialy	50	PL	Yes	
				
DarkEventCaptain58	39	US	Yes	
FuliS099	45	ES	Yes	
sbs_sabras	15	GR	No	
BenAA95	77	US	Yes	
mbokne_ancok	97	ID	No	DUPLICATE
Mumpz	4	US	No	
import_jedi	100	US	Yes	
diegoydario832	70	ES	Yes	
BusiuGeras	63	LT	Yes	
				
floppingcarp1	82	US	Yes	
Chevylover223	34	US	No	
KeishaRose	100	CA	Yes	
ARPriyagung11	110	ID	Yes	
DON_MAIKOl	110	ES	Yes	
Lauris28	101	LV	Yes	
Xileg	31	UA	Yes	
juanpablo244	77	GB	Yes	
D0k1n3k	49	PL	Yes	
GertJM	64	NL	Yes	
				
macbull	48	ID	No	
Kesh0N_family	48	RU	Yes	
croky1000	83	EE	Yes	
Rikisi_no_Toiki7	88	JP	Yes	
BERLIOZLECHIANT	102	FR	Yes	
AnneStank	67	US	Yes	
angelvengador28	106	US	Yes	
j4ncuu	75	PL	Yes	
BeetKiller	25	CA	Yes	
sjclack	109	GB	Yes	
lux_tenebris19	63	IT	Yes	
ELD4R	77	BA	No	
Azo321	40	BA	Yes	
LPB_Lucifer	100	ES	Yes	
StulejoZaur	49		Yes	
Skyzero61	62	FR	Yes	
mrreflexwolfie	21	GB	Yes	
DziudoRok	69	LT	Yes	
TheYellow_Evo_8	35	AT	Yes	
A	1	CN	No	
Valetp	58	UA	No	
pinsquiccia	110	IT	Yes	
				
x2vi	75	PL	Yes	
CH0RIZ0_JR	92	FR	Yes	
FlouryImp	76	GB	Yes	
TheArtificer	85	US	Yes	
Jax_Teller_1471	29	GB	Yes	
TRhodes99	71	US	Yes	
FB-Spartacus	102	BE	Yes	
WembydaAlien	110	US	Yes	
				
crybaby_2008	49	EC	No	
Psykotic24	85	US	Yes	
BlackReefSaint	58	ES	No	
				
IrrationalWalleyeHunter	57	ES	No	
Z-Trizzle2000	72	US	Yes	
Potatodog212538	35	US	No	
ralph943	108	CA	Yes	
Zatumbik	107	US	Yes	
A1MZZ	91	US	Yes	
Garfild_UA	29	UA	Yes	
venom1987	48	US	Yes	DUPLICATE
CrakSkun	49	ES	Yes	
CarlosPac	86	BR	Yes	
Trausey1101	85	CA	Yes	
				
				
RancherRobb	28	CA	No	
Aurney	74	CA	Yes	
SlippingSole	57	CA	Yes	
				
MGsnake	2	CN	No	
n1nj4squirrel	61	US	Yes	
Ribread123NMS	76	NZ	Yes	
VibreOhMaSoeur	71	FR	Yes	
VibreOhMaSoeur	71	FR	Yes	DUPLICATE
Nitro4300	6	AU	No	
Klepon_Balappp	100	ID	Yes	
TH_Thitisak	106		Yes	
dying_league99	69	US	Yes	
HuGh_P333n	28	GB	Yes	
Hirai-Ren	28	ID	No	
				
				
owl43530	110	JP	Yes	
TutupDandang	105	ID	Yes	
				
Argonicus	78	UA	Yes	
PommesLP	75	DE	Yes	
RapalaProFisher	98	AT	Yes	
				
Venom134	106	LV	Yes	
Davimee_05	61	GB	Yes	
				
				
				
Antoinebre444	61	BE	Yes	
InCHIweTrust	95	US	Yes	
mr_krazi_fisher	50	SI	Yes	
freddy2440	82	FR	Yes	
C0RND0G	2	US	No	
				
Folding_Bulge	14	AU	No	
brado_serrano3	29	BR	No	
				DUPLICATE
Sunshine0369564	93	US	Yes	
dziki-obdyp	99	PL	Yes	
O.Azeitona	110	CH	Yes	
				
orageuxx	60	UA	Yes	
Bakssik	55	UA	Yes	
PH_Carpman99	103	AU	Yes	
falcon311	98	GB	Yes	
				
Goldenfisher38	88	PR	Yes	
TURNHAMM	60	GB	Yes	
FoxThorn	73	CZ	Yes	
hiddenleafs1	60	US	Yes	
BukoBeni	41	HU	No	
ricky-laFleur	83	CA	Yes	
koroku	22	BO	No	
kuroko023	57	BO	No	
PsyJail	57	CH	Yes	
				
EnormousGarHunter	21	ZA	No	
KingFisherman101	39	US	Yes	
AvaTheDino	75	US	Yes	
Thiagoof007	42		Yes	
Musushi	26	TH	Yes	
				
Masta_D	87	MY	Yes	
Grankhoudbeat	76	FR	Yes	
				
PostNutCig	66	US	Yes	
ExtraBright	75	ID	Yes	
yura0501	50	ID	Yes	
				
FishingMatt01	52	GB	No	
sidewinder937	96	US	Yes	
				
AnToNioPtR	51	RO	Yes	
unbreackablesol9	47	US	Yes	
TexasWerewolf86	105	US	Yes	
FoxconNnBG	100	BG	Yes	
TamsMan23	45	CA	Yes	
Chaoslord_Darknorth	77	NO	Yes	
				
Kozzakowsky	50	PL	Yes	
YUKAYRD	109	MX	Yes	
Mr.ChangLion_PT	93	PT	Yes	
KasiKamasoto	86	DE	Yes	
				
				
				
GTz TurboTurtle	110	CH	Yes	
Neverito	43	SE	Yes	
Nev0ne	108	ID	Yes	
TheShadows4966	36	GB	Yes	
				
Fishing_Guru68	106	GB	Yes	
BULLZZzz	22	BE	No	
RT_Naldo	91	BR	Yes	
PaulRottieDog	97	GB	Yes	
				
hanterxx_11	104	UA	Yes	
SplendidCarpMercenary	105	CA	No	
AchrafB	75	TN	No	DUPLICATE
KINGZARAKI87TV	61	IT	Yes	
IamBlazey26	13	AU	No	DUPLICATE
Benceft66	99	HU	Yes	
joca_mana	88		Yes	
loraporter1	98	US	Yes	
XxG3t_B4K3Dx	98	US	Yes	
Stump__Daddy	76	US	Yes	
ResoluteSnapSaint	19	US	No	
jasondadani	87	BR	Yes	
Daethren	17	CA	Yes	
danielmartinez	11	BO	No	
Hophead22	91	US	Yes	
Mini Mike328	85	GB	No	
				
lPipecl	95	UA	No	
RogueTiger13151	105	US	Yes	
aro7777777	110	JP	Yes	
Pla1n_AOS	53	ZA	Yes	
Patpaperpot	110	CA	Yes	
DarkMir	77	RU	No	
BottomFeederBog	103	AU	Yes	
LugoFishing	75	BR	Yes	
killakillz85	77	CA	Yes	
D103	68	GE	Yes	
corvan17	103	AR	Yes	
				
				
S1STER-F1STER	61	US	Yes	
Captian-Crunch	86	US	Yes	
cdv_cachi2022	80	AR	Yes	
The1Boosty	110	US	Yes	
Rushtize	83	ID	No	
BarryMicockiner	94		Yes	
0nlypriinzessiin	56	US	Yes	
Carnation16	53	TH	Yes	
Laquicazzzz	83	TH	Yes	DUPLICATE
ATFk1llsDogs	65	US	Yes	
				
WiraYoga	35	ID	No	
FeRo1823	51	PL	Yes	
PC_SpinPower	82	SA	Yes	
omarxd	86	GT	Yes	
twitch_b0rreg0chan	100	MX	Yes	
SkIeThOm	21	ZA	No	DUPLICATE
myriad_canoe9	54	UA	Yes	
Feramon4ik54	76	KZ	Yes	
Toretto8674	101	IT	Yes	
Herushim	80	BG	No	
crasher1275	26		Yes	
Fzaa1990TH	78	TH	Yes	
BlackBassMachine	30	AU	Yes	
NatalyRedFox	44	BY	No	
Blue	3		No	
				
Puncu	36	PL	Yes	
rybakantoni	68	PL	Yes	
				
YhanTheAngler	79	PH	Yes	
MDIOgre	35	US	Yes	
Not Swevy W	58	US	Yes	
wayne22_23	95	US	Yes	
stabe76600	90	FR	Yes	
Rijuuu	95	ID	Yes	
Paatriick	63	RO	Yes	
Amir_Zamas	101	MY	Yes	
KamuiUA	94	UA	Yes	
Gustyn112	84	DE	Yes	
kierontighe	84	GB	Yes	
				
Katzuja	76	DE	Yes	
Angelprofi20	88	DE	Yes	
ilike100	110	TW	Yes	
				
untidycaptain426	110	AE	Yes	
erik-kanciano	54	PL	Yes	
Brad3134	37	US	No	
				
Goliaths	65	US	Yes	
landed_popcorn21	40	US	Yes	
				
K1NG2981	49	US	Yes	
NatureBeast150	26	GB	No	
Amarula	105	ES	Yes	
GUMMY_KLEJZA	50	PL	Yes	
ChyaBrap	105	CA	Yes	
				
Diablogalaxi487	92	FR	Yes	
2_Ghost_1	94	UA	Yes	
Secretariat1717	110	CA	Yes	
OSMMrAFK	41		Yes	
CaptaintCrunch	74	US	Yes	
Coucoupolo4862	80	CA	Yes	
ShavieX	28	PL	Yes	
hydr4xx	103	PL	Yes	
PwnzTheArtist	28	RO	No	
Hogslayer01	33	US	Yes	
				
speedy	2		No	
AquariusSea	70	US	Yes	
Force_Element	87	US	Yes	
MrGreen420_3522	85	ZA	Yes	
				
Proud3083	76	US	Yes	
11VERMILLION	95	ID	Yes	
ReeLevan	40	US	Yes	DUPLICATE
lolohito	75	BR	Yes	
ProFisher619	55		Yes	
godyone1964	74	JP	Yes	
Destry	4	US	No	
TAQQAQ	108	TW	Yes	
				
lil_monster	34	PL	Yes	
J_3	110	SE	Yes	
				
shrubber	80	IT	Yes	
Cedric-02000	110	FR	Yes	
				
				
bart1492	50	FR	Yes	
				
				
xjorii	83	PL	Yes	
fett_finger	94	DE	Yes	
Etorrsc	83	EC	No	
scannerman	9		Yes	
Casadei	110	ID	Yes	
Kacper_Karpmistrz	69	PL	No	
fracaja	94	NL	Yes	
				
jankosek13	22	PL	Yes	
				
Spasamalake	105	DE	Yes	
				
I_COME_in_PEACE	101	ZA	Yes	
avlisAR	28	BR	No	
				
DeepHunter302	86	US	Yes	
ReeLevan	40	US	Yes	DUPLICATE
RaidedBYoff	70	US	Yes	
KeyWestFlorida	110	DE	Yes	
Blazingflamez101	18	AU	Yes	
Iceman21	51		Yes	
				
Cvm_Slvt69	75	US	Yes	
Ghost	27	UA	Yes	
				DUPLICATE
csabec1	58		Yes	
Bibio_258	6	HR	No	
yxtrx3	56	SG	Yes	
vadym.v	108	GB	No	
LKroll	47	DK	Yes	
				
Sigmaxx	58	FI	Yes	
PaperShark	39		Yes	
FarmerGus424	43	CA	Yes	
Lyczux	20	PL	No	
NomadMisfit	100	US	Yes	
GrayTroutBobber13	89	GB	Yes	
				
Trapper101047	63	US	Yes	
Official_held	92	DE	Yes	
Pescadordelobo	5		No	
D_Sonny89	103	IT	Yes	
LOCOL99	61	AR	No	
ericeazye1967	110	NL	Yes	
GooseTownGov	71	US	Yes	
bensix	20	BE	Yes	
romanker456	58	ES	No	
Inumakis4474	35	AR	Yes	
ayson	73		Yes	
Vendetta	2		No	
Dr1zzyDrake	68	US	Yes	DUPLICATE
Franck.59	43	FR	No	
john4r23	91		Yes	
canadiangirl	2	CA	No	
jhonatan06	91		Yes	
ShawlineAdventures	72	AU	Yes	
Siu1Maai2Lou2	42	AU	No	
johnnysteph	26	FR	Yes	
Neremsa	98	BE	Yes	
Bud_Weedfish	64	US	Yes	
Mast3rBait3r88	99	US	Yes	
RP_Han	108	ID	Yes	
vIct0r407	71	ES	Yes	
JeremyWade000	34	IT	No	
Bullet240Hz	83	ES	Yes	
AnglingPanda	56	ZA	Yes	
5L1C3R	40		Yes	
				
Komandor_Karas	71	PL	Yes	
Ruca	55		Yes	
				
TunaSplash	74	IT	Yes	
bussssss007	110	US	Yes	
Galletita13	108	ES	Yes	
mustaev	106		Yes	
Piolgntng	100	ID	Yes	
kanette45	66		Yes	
WaluyoPancing	88	ID	Yes	
imGatlin	101	US	Yes	
Wahnfried	42	DE	Yes	
MUERE RATA1993	110	ES	Yes	DUPLICATE
BlackEelSamurai	24	US	No	
BIGCOB	67	US	Yes	
				
gman1125	68	US	Yes	
FaKe_angelitoo	83	ES	Yes	
jayblaster1090	44	US	Yes	
sumik_karlowaty.pl50612.poland	67	PL	Yes	
EnemyBaker95664	109	US	Yes	
kataszi_gg	96	PL	Yes	
				
				
ThE_BiGKIERAN	24	GB	Yes	
Bonakidman	42	NZ	Yes	
Justin718	24	US	Yes	
VenomSS	54		Yes	
Puppybugac	67	GB	Yes	
				
PyrateDave	19		No	
TokiGlassBlower	106	US	Yes	
				
				
SnookDogg76	86	NL	Yes	
Soulwalker92	65	DE	Yes	
Marke46	110	DE	Yes	
calingh1	110	RO	Yes	
Kesmo	21	DE	Yes	
Apical420	59	PL	No	
SupernaturalCarpBreaker	65	US	Yes	
Wolf_Maitresse	48	FR	Yes	
drakoland	85	BE	Yes	
BIG-7MM	77	AU	Yes	
Mattix	6	PL	No	
makos156	49	PL	Yes	
Genketh	43	SE	Yes	
Indominus_Game	11	US	No	
Kroelle_Boelles_Freund	95		Yes	
Nomad0826	75	CA	Yes	
				
VGB_Luc	110	IT	Yes	DUPLICATE
Koi3615	108	FR	Yes	
MapsTheBassEater	49	AR	Yes	
Exodus62	10	US	No	
Becherovka	24	VE	No	
jonki	3		No	
sam	67	GB	Yes	
hellfirebunny	84	BE	Yes	
NovaxFrost	87		Yes	
AbrahamHu	72	CN	Yes	
ChillingDoor8	37	US	Yes	
hairrierb32	76	US	Yes	
ballsucker2096	18	AU	No	
Oniis	69		Yes	
Katanzy	51	MX	No	
Bass2Mouth1432	36	US	Yes	
Stre90	22	DE	Yes	
Nomad2_1	75	US	Yes	
				
Skeggio	38	NL	Yes	
marcho22	51	ES	Yes	
				
kristhegote	55	AU	Yes	
GodInuyasha	62		Yes	
Heinz-Harald	70	ID	No	
RdZ09	17	SK	Yes	
CunningFoxAVO	78		Yes	
				
Grizon777	108	UA	Yes	
muppet_1	57	AU	Yes	
TAX	8	ID	No	
BurnVictim666	94	US	Yes	
CWOViperGhost	91	US	Yes	
Himmelfahrt	28	UA	No	
FitaSuperAderente	30	BR	Yes	
Doom_Ray	66	UA	Yes	
Hunter0007	51	DE	Yes	
ParappaZG	88	HR	Yes	
panda-magic	58	AU	Yes	
				
NikitaKarpPc	35	FR	No	
rubberchicken861	45	US	No	
kuba3421	30	PL	Yes	
StachuZjadaczKarpii	15	PL	No	
TripyChoco	37	RO	No	
Ledolian	104		Yes	
STshane	57	NA	Yes	
				
xDav1800	106	IT	Yes	
MadHat421	75	US	Yes	
