n_g,n_s,n_b,promoted,KS_gold,KS_silver,KS_bronze,KS_max,KS_mean
1,6,5,2429,0.3858729540905669,0.5802564139388078,0.5664114274127008,0.5802564139388078,0.5108469318140251
1,6,6,2429,0.3858729540905669,0.5802564139388078,0.5664114274127008,0.5802564139388078,0.5108469318140251
1,6,7,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,8,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,9,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,10,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,11,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,12,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,13,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,14,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,6,15,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,7,1,6707,0.41554608704991336,0.5921938261887674,0.4188233081627176,0.5921938261887674,0.4755210738004661
1,7,2,2589,0.3887479607891099,0.5748953533284828,0.5101070926881377,0.5748953533284828,0.4912501356019101
1,7,3,2446,0.3861962821512347,0.5787387413083851,0.5600793477820993,0.5787387413083851,0.5083381237472397
1,7,4,2431,0.38591122739549555,0.5799073817199671,0.5656618802993632,0.5799073817199671,0.5104934964716086
1,7,5,2429,0.3858729540905669,0.5802564139388078,0.5664114274127008,0.5802564139388078,0.5108469318140251
1,7,6,2429,0.3858729540905669,0.5802564139388078,0.5664114274127008,0.5802564139388078,0.5108469318140251
1,7,7,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,7,8,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,7,9,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,7,10,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,7,11,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
1,7,12,2428,0.3858537937931448,0.5806370764849367,0.5667866640338959,0.5806370764849367,0.5110925114373258
