n_g,n_s,n_b,promoted,TP,precision_LB,recall,F1
1,11,14,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,11,15,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,1,6707,68,0.010138661100342925,0.8607594936708861,0.020041261420571766
1,12,2,2589,61,0.023561220548474315,0.7721518987341772,0.04572713643178411
1,12,3,2446,58,0.023712183156173343,0.7341772151898734,0.04594059405940595
1,12,4,2431,57,0.023447141094199916,0.7215189873417721,0.04541832669322709
1,12,5,2429,56,0.023054755043227664,0.7088607594936709,0.04465709728867624
1,12,6,2429,56,0.023054755043227664,0.7088607594936709,0.04465709728867624
1,12,7,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,8,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,9,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,10,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,11,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,12,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,13,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,14,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
1,12,15,2428,55,0.022652388797364087,0.6962025316455697,0.043877143996808934
2,1,1,7839,70,0.008929710422247735,0.8860759493670886,0.01768123263450366
2,1,2,3811,65,0.01705589084229861,0.8227848101265823,0.033419023136246784
2,1,3,3686,64,0.017362995116657624,0.810126582278481,0.03399734395750332
2,1,4,3674,64,0.017419706042460535,0.810126582278481,0.0341060484945377
2,1,5,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,6,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,7,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,8,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,9,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,10,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,11,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,12,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,13,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,14,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,1,15,3673,64,0.0174244486795535,0.810126582278481,0.03411513859275053
2,2,1,4633,65,0.014029786315562271,0.8227848101265823,0.027589134125636672
2,2,2,383,57,0.14882506527415143,0.7215189873417721,0.24675324675324675
2,2,3,238,54,0.226890756302521,0.6835443037974683,0.34069400630914826
2,2,4,223,54,0.242152466367713,0.6835443037974683,0.3576158940397351
2,2,5,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,6,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,7,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,8,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,9,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,10,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,11,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,12,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,13,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,14,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,2,15,222,54,0.24324324324324326,0.6835443037974683,0.3588039867109634
2,3,1,4544,64,0.014084507042253521,0.810126582278481,0.027687648712956956
2,3,2,285,55,0.19298245614035087,0.6962025316455697,0.3021978021978022
2,3,3,138,52,0.37681159420289856,0.6582278481012658,0.47926267281105994
2,3,4,123,52,0.42276422764227645,0.6582278481012658,0.5148514851485149
2,3,5,122,52,0.4262295081967213,0.6582278481012658,0.517412935323383
2,3,6,121,52,0.4297520661157025,0.6582278481012658,0.52
2,3,7,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,8,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,9,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,10,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,11,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,12,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,13,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,14,120,51,0.425,0.6455696202531646,0.5125628140703519
2,3,15,120,51,0.425,0.6455696202531646,0.5125628140703519
2,4,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,4,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
2,4,3,136,51,0.375,0.6455696202531646,0.47441860465116287
2,4,4,121,51,0.4214876033057851,0.6455696202531646,0.5099999999999999
2,4,5,119,50,0.42016806722689076,0.6329113924050633,0.5050505050505051
2,4,6,118,50,0.423728813559322,0.6329113924050633,0.5076142131979695
2,4,7,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,8,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,9,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,10,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,11,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,12,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,13,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,14,117,49,0.4188034188034188,0.620253164556962,0.5
2,4,15,117,49,0.4188034188034188,0.620253164556962,0.5
2,5,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,5,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
